Tiro N,Color,Coordenada X,Coordenada Y,Valor Pixel
3117,Blanco,67,179,255
3118,No blanco,145,116,162
3119,No blanco,145,137,162
3120,Blanco,30,34,255
3121,Blanco,64,170,255
3122,Blanco,196,127,255
3123,No blanco,128,149,162
3124,Blanco,22,71,255
3125,Blanco,218,224,255
3126,No blanco,161,122,162
3127,Blanco,200,108,255
3128,Blanco,102,15,255
3129,Blanco,199,111,255
3130,Blanco,135,200,255
3131,Blanco,146,177,255
3132,Blanco,182,0,255
3133,Blanco,79,34,255
3134,No blanco,34,114,160
3135,Blanco,89,217,255
3136,Blanco,138,51,254
3137,No blanco,128,108,162
3138,No blanco,97,94,162
3139,Blanco,203,172,255
3140,Blanco,61,69,255
3141,Blanco,30,62,255
3142,No blanco,151,114,162
3143,Blanco,155,216,255
3144,No blanco,127,97,162
3145,Blanco,37,2,255
3146,Blanco,54,74,255
3147,No blanco,179,155,162
3148,Blanco,185,81,255
3149,Blanco,202,137,255
3150,No blanco,173,104,162
3151,Blanco,196,32,255
3152,Blanco,104,215,255
3153,Blanco,10,215,255
3154,Blanco,50,9,255
3155,Blanco,28,197,255
3156,Blanco,70,29,255
3157,Blanco,137,224,255
3158,Blanco,25,149,255
3159,Blanco,194,0,255
3160,Blanco,61,75,255
3161,Blanco,50,90,255
3162,Blanco,22,162,255
3163,Blanco,64,24,255
3164,Blanco,208,61,255
3165,Blanco,192,202,255
3166,Blanco,171,31,255
3167,No blanco,122,117,162
3168,Blanco,222,187,255
3169,Blanco,210,59,255
3170,Blanco,5,180,255
3171,No blanco,145,123,162
3172,No blanco,173,83,162
3173,No blanco,104,125,162
3174,No blanco,152,147,162
3175,Blanco,29,66,255
3176,Blanco,183,95,253
3177,Blanco,54,67,255
3178,No blanco,123,92,162
3179,Blanco,78,34,255
3180,Blanco,165,206,255
3181,Blanco,34,1,255
3182,Blanco,91,33,255
3183,Blanco,196,198,255
3184,Blanco,22,111,255
3185,Blanco,220,122,255
3186,Blanco,165,210,255
3187,Blanco,157,50,255
3188,Blanco,60,8,255
3189,Blanco,56,107,254
3190,Blanco,120,1,255
3191,Blanco,194,122,255
3192,Blanco,12,14,255
3193,Blanco,137,52,253
3194,No blanco,171,78,162
3195,Blanco,84,49,255
3196,No blanco,109,56,162
3197,No blanco,80,183,162
3198,No blanco,142,106,162
3199,Blanco,60,37,255
3200,No blanco,122,148,162
3201,Blanco,182,16,255
3202,Blanco,41,152,255
3203,Blanco,95,222,255
3204,No blanco,114,113,162
3205,Blanco,0,224,255
3206,No blanco,166,125,162
3207,No blanco,171,117,162
3208,No blanco,186,72,185
3209,Blanco,73,86,255
3210,Blanco,23,199,255
3211,Blanco,0,68,255
3212,Blanco,151,24,255
3213,Blanco,185,2,255
3214,Blanco,8,120,255
3215,Blanco,64,221,255
3216,Blanco,221,120,255
3217,No blanco,177,129,162
3218,No blanco,123,190,162
3219,Blanco,21,23,255
3220,Blanco,156,16,255
3221,Blanco,98,174,255
3222,Blanco,4,103,255
3223,Blanco,159,5,255
3224,Blanco,48,43,255
3225,Blanco,76,2,255
3226,Blanco,47,24,255
3227,No blanco,81,122,162
3228,Blanco,35,219,255
3229,Blanco,1,189,255
3230,Blanco,59,104,255
3231,No blanco,166,130,162
3232,Blanco,39,109,255
3233,No blanco,165,116,162
3234,Blanco,172,17,255
3235,Blanco,31,79,255
3236,Blanco,13,223,255
3237,No blanco,48,115,162
3238,Blanco,174,22,255
3239,No blanco,159,121,162
3240,Blanco,65,196,255
3241,Blanco,162,1,255
3242,Blanco,2,137,255
3243,Blanco,76,15,255
3244,Blanco,51,101,255
3245,No blanco,129,138,162
3246,Blanco,58,130,255
3247,Blanco,90,39,255
3248,Blanco,155,48,255
3249,Blanco,28,216,255
3250,No blanco,174,55,162
3251,No blanco,93,159,162
3252,Blanco,36,139,255
3253,Blanco,17,147,255
3254,No blanco,128,194,162
3255,Blanco,207,77,255
3256,Blanco,157,62,242
3257,No blanco,135,109,162
3258,Blanco,187,174,255
3259,Blanco,202,176,255
3260,No blanco,135,146,162
3261,No blanco,68,145,162
3262,Blanco,204,70,255
3263,Blanco,66,15,255
3264,No blanco,135,128,162
3265,Blanco,24,43,255
3266,Blanco,73,195,255
3267,Blanco,165,201,255
3268,Blanco,40,159,255
3269,No blanco,123,85,162
3270,Blanco,94,11,255
3271,Blanco,142,183,255
3272,Blanco,192,11,255
3273,No blanco,116,185,162
3274,No blanco,139,99,162
3275,No blanco,141,133,162
3276,No blanco,173,85,162
3277,No blanco,136,83,162
3278,No blanco,124,189,162
3279,Blanco,156,58,254
3280,No blanco,102,158,162
3281,Blanco,211,224,255
3282,No blanco,159,113,162
3283,No blanco,52,113,162
3284,No blanco,176,83,162
3285,No blanco,122,192,162
3286,Blanco,76,167,255
3287,No blanco,191,152,168
3288,Blanco,110,35,253
3289,Blanco,17,84,255
3290,Blanco,212,192,255
3291,No blanco,143,145,162
3292,No blanco,92,74,162
3293,No blanco,169,145,162
3294,Blanco,85,53,255
3295,Blanco,107,175,254
3296,Blanco,120,223,255
3297,Blanco,184,16,255
3298,No blanco,87,149,162
3299,No blanco,146,64,162
3300,Blanco,101,183,255
3301,Blanco,105,202,255
3302,Blanco,160,186,255
3303,Blanco,197,142,255
3304,Blanco,169,170,255
3305,Blanco,46,48,255
3306,Blanco,150,12,255
3307,Blanco,12,96,255
3308,Blanco,99,13,255
3309,Blanco,212,210,255
3310,Blanco,117,17,255
3311,No blanco,180,155,162
3312,No blanco,86,120,162
3313,Blanco,15,213,255
3314,Blanco,40,33,255
3315,Blanco,46,161,255
3316,Blanco,24,182,255
3317,Blanco,174,184,255
3318,Blanco,176,28,255
3319,Blanco,120,207,255
3320,Blanco,127,199,246
3321,Blanco,57,14,255
3322,Blanco,207,153,255
3323,Blanco,15,111,255
3324,No blanco,87,85,162
3325,No blanco,146,94,162
3326,Blanco,57,67,255
3327,Blanco,179,22,255
3328,No blanco,166,143,162
3329,No blanco,113,95,162
3330,Blanco,69,159,255
3331,No blanco,155,162,162
3332,Blanco,72,203,255
3333,Blanco,76,95,255
3334,No blanco,97,152,162
3335,Blanco,67,22,255
3336,No blanco,187,51,162
3337,Blanco,36,110,254
3338,Blanco,134,27,255
3339,Blanco,57,72,255
3340,No blanco,68,155,160
3341,No blanco,71,134,163
3342,No blanco,138,59,162
3343,Blanco,172,46,223
3344,Blanco,212,91,255
3345,Blanco,69,51,255
3346,No blanco,138,131,162
3347,Blanco,193,135,255
3348,Blanco,68,207,255
3349,Blanco,20,44,255
3350,Blanco,194,114,210
3351,Blanco,139,166,234
3352,No blanco,113,123,162
3353,No blanco,125,124,162
3354,Blanco,223,199,255
3355,No blanco,130,174,162
3356,Blanco,193,64,255
3357,No blanco,101,58,162
3358,Blanco,178,220,255
3359,Blanco,205,43,255
3360,Blanco,76,6,255
3361,Blanco,108,180,255
3362,Blanco,159,189,255
3363,Blanco,18,136,255
3364,Blanco,221,111,255
3365,Blanco,60,50,255
3366,Blanco,185,91,255
3367,Blanco,19,34,255
3368,Blanco,205,112,255
3369,No blanco,104,48,162
3370,Blanco,81,158,255
3371,No blanco,106,78,162
3372,Blanco,28,62,255
3373,Blanco,95,190,253
3374,Blanco,138,8,255
3375,Blanco,70,131,201
3376,Blanco,97,17,255
3377,No blanco,155,110,162
3378,Blanco,176,187,255
3379,Blanco,218,180,255
3380,Blanco,1,30,255
3381,Blanco,33,62,255
3382,Blanco,79,96,255
3383,Blanco,203,153,255
3384,Blanco,212,222,255
3385,No blanco,89,103,162
3386,Blanco,138,46,255
3387,Blanco,206,106,255
3388,Blanco,83,157,255
3389,No blanco,98,79,162
3390,No blanco,135,111,162
3391,Blanco,31,207,255
3392,Blanco,61,94,255
3393,No blanco,186,148,162
3394,No blanco,109,169,160
3395,No blanco,189,150,162
3396,No blanco,171,113,162
3397,No blanco,68,112,162
3398,Blanco,218,111,255
3399,Blanco,37,52,255
3400,Blanco,223,67,255
3401,No blanco,127,145,162
3402,No blanco,157,136,162
3403,No blanco,135,117,162
3404,Blanco,155,201,255
3405,Blanco,222,137,255
3406,No blanco,167,60,163
3407,Blanco,59,3,255
3408,No blanco,184,112,162
3409,Blanco,197,123,255
3410,Blanco,54,13,255
3411,Blanco,222,86,255
3412,Blanco,11,95,255
3413,No blanco,88,136,162
3414,Blanco,31,55,255
3415,No blanco,152,67,162
3416,Blanco,219,86,255
3417,Blanco,149,216,255
3418,Blanco,156,200,255
3419,No blanco,110,134,162
3420,Blanco,182,217,255
3421,Blanco,190,182,255
3422,Blanco,145,213,255
3423,Blanco,29,7,255
3424,Blanco,35,196,255
3425,No blanco,75,126,162
3426,Blanco,117,46,255
3427,Blanco,21,131,255
3428,No blanco,89,87,162
3429,Blanco,166,34,255
3430,Blanco,81,66,255
3431,Blanco,211,147,255
3432,Blanco,29,9,255
3433,Blanco,136,210,255
3434,Blanco,13,218,255
3435,Blanco,134,6,255
3436,Blanco,40,44,255
3437,Blanco,142,2,255
3438,Blanco,148,17,255
3439,Blanco,81,218,255
3440,No blanco,98,77,162
3441,Blanco,142,203,255
3442,Blanco,204,205,255
3443,Blanco,217,58,255
3444,Blanco,90,70,246
3445,Blanco,224,11,255
3446,No blanco,110,91,162
3447,No blanco,92,128,162
3448,Blanco,206,5,255
3449,Blanco,60,161,255
3450,No blanco,139,82,162
3451,No blanco,143,139,162
3452,Blanco,24,203,255
3453,Blanco,220,115,255
3454,Blanco,64,46,255
3455,No blanco,89,101,162
3456,Blanco,136,173,255
3457,Blanco,212,36,255
3458,Blanco,105,14,255
3459,Blanco,147,199,255
3460,No blanco,69,123,162
3461,Blanco,147,1,255
3462,No blanco,158,107,162
3463,Blanco,219,40,255
3464,Blanco,40,20,255
3465,Blanco,18,26,255
3466,Blanco,115,201,255
3467,Blanco,135,40,255
3468,No blanco,90,176,162
3469,No blanco,138,135,162
3470,Blanco,38,37,255
3471,No blanco,79,128,162
3472,Blanco,67,43,255
3473,Blanco,62,177,255
3474,Blanco,205,80,255
3475,Blanco,121,211,255
3476,Blanco,23,112,255
3477,No blanco,186,57,162
3478,No blanco,92,185,157
3479,No blanco,164,147,162
3480,Blanco,79,24,255
3481,Blanco,160,14,255
3482,No blanco,141,56,162
3483,Blanco,156,31,255
3484,Blanco,23,208,255
3485,Blanco,48,23,255
3486,Blanco,10,59,255
3487,Blanco,33,195,255
3488,Blanco,4,201,255
3489,Blanco,54,19,255
3490,Blanco,35,177,255
3491,Blanco,44,23,255
3492,No blanco,171,121,162
3493,Blanco,104,198,255
3494,Blanco,30,205,255
3495,Blanco,196,148,255
3496,Blanco,155,44,255
3497,Blanco,36,4,255
3498,Blanco,10,101,255
3499,No blanco,169,100,162
3500,No blanco,73,150,162
3501,Blanco,65,164,255
3502,Blanco,121,204,255
3503,Blanco,48,90,255
3504,Blanco,57,138,255
3505,No blanco,155,125,162
3506,Blanco,1,119,255
3507,Blanco,163,7,255
3508,No blanco,103,90,162
3509,Blanco,38,129,255
3510,No blanco,157,64,162
3511,Blanco,87,204,255
3512,No blanco,111,124,162
3513,Blanco,34,135,255
3514,Blanco,185,138,255
3515,Blanco,211,150,255
3516,Blanco,19,64,255
3517,Blanco,160,204,255
3518,No blanco,133,104,162
3519,No blanco,88,146,162
3520,No blanco,85,99,162
3521,No blanco,151,103,162
3522,Blanco,35,62,255
3523,No blanco,103,130,162
3524,Blanco,84,209,255
3525,Blanco,152,211,255
3526,No blanco,176,110,162
3527,Blanco,15,147,255
3528,Blanco,170,165,255
3529,Blanco,219,113,255
3530,Blanco,17,144,255
3531,No blanco,103,172,160
3532,Blanco,57,44,255
3533,Blanco,0,139,255
3534,No blanco,154,133,162
3535,Blanco,153,50,255
3536,Blanco,222,92,255
3537,Blanco,180,221,255
3538,Blanco,174,23,255
3539,Blanco,30,41,255
3540,Blanco,52,133,255
3541,Blanco,51,35,255
3542,Blanco,124,0,255
3543,No blanco,103,140,162
3544,Blanco,36,160,255
3545,Blanco,56,170,255
3546,Blanco,29,170,255
3547,Blanco,85,59,255
3548,Blanco,67,36,255
3549,Blanco,195,51,255
3550,Blanco,192,19,255
3551,Blanco,1,114,255
3552,Blanco,48,214,255
3553,Blanco,126,22,255
3554,Blanco,103,181,255
3555,Blanco,40,206,255
3556,Blanco,209,18,255
3557,Blanco,178,1,255
3558,Blanco,164,57,255
3559,Blanco,80,169,253
3560,Blanco,202,98,255
3561,Blanco,59,71,255
3562,Blanco,136,5,255
3563,Blanco,72,0,255
3564,Blanco,165,48,255
3565,Blanco,40,93,255
3566,Blanco,144,33,255
3567,No blanco,166,133,162
3568,Blanco,128,3,255
3569,Blanco,219,22,255
3570,Blanco,14,101,255
3571,Blanco,218,168,255
3572,Blanco,31,10,255
3573,Blanco,171,218,255
3574,Blanco,62,204,255
3575,No blanco,159,132,162
3576,Blanco,18,29,255
3577,No blanco,115,195,158
3578,Blanco,210,166,255
3579,No blanco,149,80,162
3580,Blanco,186,189,255
3581,No blanco,135,156,162
3582,Blanco,187,41,255
3583,Blanco,50,78,255
3584,No blanco,173,82,162
3585,No blanco,107,145,162
3586,Blanco,213,223,255
3587,Blanco,184,35,255
3588,Blanco,56,134,255
3589,Blanco,212,126,255
3590,Blanco,200,2,255
3591,Blanco,54,104,255
3592,Blanco,61,164,255
3593,Blanco,210,162,255
3594,Blanco,91,13,255
3595,Blanco,13,86,255
3596,No blanco,102,97,162
3597,Blanco,154,179,253
3598,Blanco,138,52,253
3599,Blanco,20,70,255
3600,Blanco,164,24,255
3601,Blanco,203,118,255
3602,Blanco,75,177,210
3603,No blanco,62,153,158
3604,No blanco,55,124,162
3605,No blanco,36,126,157
3606,Blanco,208,116,255
3607,Blanco,150,37,255
3608,No blanco,83,169,162
3609,Blanco,7,153,255
3610,Blanco,15,58,255
3611,Blanco,210,60,255
3612,Blanco,96,207,255
3613,Blanco,69,211,255
3614,Blanco,13,175,255
3615,Blanco,136,48,255
3616,Blanco,154,51,255
3617,No blanco,113,185,160
3618,No blanco,92,183,160
3619,No blanco,154,132,162
3620,No blanco,120,106,162
3621,Blanco,58,190,255
3622,Blanco,8,50,255
3623,Blanco,73,33,255
3624,No blanco,118,101,162
3625,Blanco,200,124,255
3626,Blanco,188,81,255
3627,Blanco,134,21,255
3628,Blanco,170,177,255
3629,Blanco,105,214,255
3630,Blanco,189,188,255
3631,Blanco,75,9,255
3632,No blanco,152,97,162
3633,Blanco,18,85,255
3634,No blanco,183,166,159
3635,Blanco,18,106,255
3636,No blanco,82,123,162
3637,Blanco,175,191,255
3638,No blanco,158,78,162
3639,No blanco,192,117,162
3640,No blanco,129,164,162
3641,Blanco,22,212,255
3642,Blanco,49,221,255
3643,No blanco,118,129,162
3644,Blanco,206,39,255
3645,Blanco,205,83,255
3646,Blanco,177,190,255
3647,No blanco,92,121,162
3648,Blanco,29,139,255
3649,Blanco,4,212,255
3650,No blanco,105,135,162
3651,No blanco,76,150,162
3652,Blanco,159,60,255
3653,Blanco,26,191,255
3654,Blanco,69,186,255
3655,Blanco,210,57,255
3656,Blanco,57,45,255
3657,Blanco,25,67,255
3658,No blanco,170,100,162
3659,No blanco,87,144,162
3660,Blanco,49,189,255
3661,No blanco,83,104,162
3662,Blanco,166,220,255
3663,Blanco,145,223,255
3664,No blanco,117,178,162
3665,No blanco,87,73,158
3666,No blanco,166,145,162
3667,Blanco,117,208,255
3668,Blanco,17,16,255
3669,Blanco,32,135,255
3670,No blanco,120,98,162
3671,Blanco,148,222,255
3672,No blanco,121,128,162
3673,Blanco,69,100,255
3674,Blanco,73,97,255
3675,No blanco,118,78,162
3676,Blanco,17,19,255
3677,Blanco,170,182,255
3678,Blanco,176,210,255
3679,Blanco,58,126,253
3680,No blanco,118,169,162
3681,Blanco,158,37,255
3682,Blanco,23,100,255
3683,Blanco,39,169,255
3684,No blanco,130,92,162
3685,Blanco,217,177,255
3686,Blanco,76,204,255
3687,Blanco,54,43,255
3688,Blanco,51,27,255
3689,Blanco,179,201,255
3690,No blanco,104,167,162
3691,No blanco,113,154,162
3692,Blanco,1,218,255
3693,Blanco,82,61,255
3694,No blanco,130,66,162
3695,No blanco,157,94,162
3696,No blanco,167,141,162
3697,Blanco,214,93,255
3698,Blanco,124,221,255
3699,Blanco,157,201,255
3700,No blanco,84,138,162
3701,Blanco,62,95,255
3702,No blanco,61,150,157
3703,Blanco,43,153,255
3704,Blanco,137,48,255
3705,Blanco,205,113,255
3706,Blanco,208,202,255
3707,Blanco,202,202,255
3708,Blanco,175,168,255
3709,Blanco,164,14,255
3710,No blanco,100,110,162
3711,No blanco,143,57,162
3712,Blanco,219,18,255
3713,Blanco,160,189,255
3714,No blanco,79,135,162
3715,Blanco,147,32,255
3716,Blanco,58,160,255
3717,Blanco,85,52,255
3718,Blanco,192,5,255
3719,Blanco,181,20,255
3720,Blanco,222,110,255
3721,No blanco,95,145,162
3722,Blanco,22,114,255
3723,Blanco,120,37,255
3724,Blanco,80,34,255
3725,No blanco,130,104,162
3726,Blanco,222,218,255
3727,Blanco,60,26,255
3728,No blanco,143,111,162
3729,Blanco,129,9,255
3730,Blanco,204,76,255
3731,Blanco,75,194,253
3732,Blanco,195,3,255
3733,Blanco,88,156,254
3734,Blanco,155,224,255
3735,Blanco,110,186,253
3736,Blanco,194,123,255
3737,Blanco,31,41,255
3738,Blanco,221,79,255
3739,Blanco,4,1,255
3740,Blanco,29,21,255
3741,No blanco,138,140,162
3742,No blanco,148,97,162
3743,Blanco,109,174,254
3744,Blanco,1,25,255
3745,Blanco,25,127,255
3746,Blanco,22,190,255
3747,No blanco,124,76,162
3748,Blanco,201,184,255
3749,No blanco,147,108,162
3750,Blanco,78,52,255
3751,Blanco,106,10,255
3752,Blanco,205,151,255
3753,Blanco,212,135,255
3754,Blanco,6,131,255
3755,Blanco,74,21,255
3756,Blanco,31,16,255
3757,Blanco,197,164,255
3758,Blanco,13,107,255
3759,No blanco,167,144,162
3760,Blanco,38,41,255
3761,Blanco,171,161,200
3762,No blanco,96,119,162
3763,No blanco,90,136,162
3764,Blanco,224,57,255
3765,Blanco,14,9,255
3766,Blanco,175,175,255
3767,No blanco,146,100,162
3768,Blanco,153,34,255
3769,Blanco,104,186,255
3770,Blanco,83,205,255
3771,Blanco,129,3,255
3772,No blanco,94,73,162
3773,Blanco,49,84,255
3774,Blanco,186,35,255
3775,No blanco,168,103,162
3776,Blanco,139,218,255
3777,No blanco,79,174,158
3778,No blanco,118,181,162
3779,Blanco,98,204,255
3780,Blanco,27,68,255
3781,Blanco,213,79,255
3782,Blanco,10,190,255
3783,Blanco,53,193,255
3784,Blanco,78,35,255
3785,No blanco,92,100,162
3786,No blanco,122,168,162
3787,No blanco,93,104,162
3788,Blanco,72,224,255
3789,Blanco,41,49,255
3790,Blanco,109,202,255
3791,Blanco,54,191,255
3792,Blanco,18,183,255
3793,No blanco,185,115,162
3794,Blanco,170,192,255
3795,No blanco,157,161,162
3796,No blanco,86,173,162
3797,Blanco,100,180,255
3798,No blanco,92,99,162
3799,Blanco,170,41,255
3800,No blanco,115,96,162
3801,Blanco,215,169,255
3802,Blanco,187,136,255
3803,No blanco,156,99,162
3804,No blanco,161,143,162
3805,Blanco,112,174,255
3806,Blanco,1,3,255
3807,Blanco,49,68,255
3808,Blanco,73,156,253
3809,Blanco,21,33,255
3810,Blanco,211,46,255
3811,Blanco,187,22,255
3812,Blanco,162,47,255
3813,Blanco,216,185,255
3814,Blanco,97,174,255
3815,Blanco,38,64,255
3816,Blanco,33,57,255
3817,Blanco,31,216,255
3818,Blanco,206,63,255
3819,Blanco,221,169,255
3820,No blanco,133,161,162
3821,No blanco,179,68,162
3822,Blanco,29,22,255
3823,No blanco,128,97,162
3824,No blanco,147,109,162
3825,Blanco,59,169,255
3826,Blanco,37,186,255
3827,Blanco,146,180,255
3828,Blanco,139,194,255
3829,Blanco,209,182,255
3830,Blanco,136,184,255
3831,No blanco,123,115,162
3832,No blanco,132,108,162
3833,No blanco,92,120,162
3834,Blanco,64,91,255
3835,Blanco,214,136,255
3836,Blanco,20,58,255
3837,Blanco,223,1,255
3838,Blanco,196,121,255
3839,Blanco,105,23,255
3840,Blanco,205,31,255
3841,Blanco,45,45,255
3842,No blanco,57,121,162
3843,Blanco,141,195,255
3844,Blanco,124,54,255
3845,No blanco,117,182,162
3846,Blanco,203,198,255
3847,Blanco,217,199,255
3848,Blanco,24,7,255
3849,No blanco,119,108,162
3850,No blanco,159,155,162
3851,No blanco,92,176,162
3852,Blanco,15,109,255
3853,Blanco,131,57,255
3854,Blanco,207,37,255
3855,No blanco,180,107,162
3856,Blanco,1,192,255
3857,Blanco,30,157,255
3858,Blanco,92,18,255
3859,Blanco,104,178,255
3860,Blanco,187,201,255
3861,Blanco,150,195,255
3862,Blanco,13,205,255
3863,Blanco,140,207,255
3864,Blanco,193,205,255
3865,Blanco,22,91,255
3866,Blanco,62,195,255
3867,Blanco,183,198,255
3868,No blanco,138,86,162
3869,Blanco,7,147,255
3870,Blanco,94,23,255
3871,Blanco,205,74,255
3872,Blanco,1,126,255
3873,No blanco,115,57,162
3874,Blanco,164,46,255
3875,No blanco,147,90,162
3876,Blanco,196,72,255
3877,Blanco,57,192,255
3878,Blanco,40,149,255
3879,Blanco,48,20,255
3880,Blanco,190,107,252
3881,Blanco,94,12,255
3882,No blanco,101,84,162
3883,Blanco,102,190,255
3884,No blanco,177,104,162
3885,No blanco,46,117,162
3886,Blanco,220,84,255
3887,Blanco,210,92,255
3888,Blanco,212,106,255
3889,No blanco,142,89,162
3890,No blanco,133,160,162
3891,Blanco,58,191,255
3892,Blanco,65,160,255
3893,Blanco,159,209,255
3894,Blanco,123,57,254
3895,No blanco,138,78,162
3896,No blanco,116,184,162
3897,Blanco,221,16,255
3898,No blanco,162,131,162
3899,Blanco,74,213,255
3900,Blanco,221,175,255
3901,Blanco,176,36,255
3902,Blanco,76,161,255
3903,Blanco,31,109,255
3904,No blanco,173,57,162
3905,Blanco,135,216,255
3906,Blanco,2,223,255
3907,Blanco,22,39,255
3908,Blanco,43,183,255
3909,Blanco,44,64,255
3910,Blanco,102,208,255
3911,Blanco,25,191,255
3912,Blanco,162,183,255
3913,No blanco,117,194,162
3914,No blanco,138,76,162
3915,Blanco,32,103,255
3916,Blanco,197,160,255
3917,No blanco,78,103,157
3918,Blanco,28,57,255
3919,Blanco,69,48,255
3920,Blanco,120,220,255
3921,Blanco,41,193,255
3922,Blanco,39,63,255
3923,Blanco,108,189,255
3924,Blanco,9,115,255
3925,Blanco,69,210,255
3926,No blanco,161,150,162
3927,Blanco,145,42,255
3928,Blanco,61,177,255
3929,No blanco,82,136,162
3930,Blanco,191,96,255
3931,No blanco,134,103,162
3932,Blanco,53,142,255
3933,No blanco,139,142,162
3934,Blanco,60,49,255
3935,Blanco,208,192,255
3936,Blanco,19,206,255
3937,Blanco,114,0,255
3938,Blanco,42,58,255
3939,No blanco,130,70,162
3940,Blanco,101,221,255
3941,Blanco,4,34,255
3942,Blanco,12,63,255
3943,Blanco,99,173,254
3944,No blanco,164,119,162
3945,No blanco,95,29,162
3946,Blanco,162,187,255
3947,No blanco,160,137,162
3948,No blanco,145,115,162
3949,Blanco,22,178,255
3950,Blanco,20,8,255
3951,Blanco,140,25,255
3952,Blanco,17,11,255
3953,Blanco,88,53,255
3954,Blanco,28,141,255
3955,No blanco,172,75,162
3956,Blanco,191,65,255
3957,Blanco,95,58,253
3958,Blanco,212,163,255
3959,Blanco,55,38,255
3960,Blanco,126,11,255
3961,Blanco,149,214,255
3962,Blanco,213,84,255
3963,No blanco,87,190,162
3964,Blanco,182,91,253
3965,Blanco,72,156,253
3966,Blanco,214,15,255
3967,Blanco,218,203,255
3968,Blanco,19,41,255
3969,No blanco,41,124,162
3970,Blanco,38,29,255
3971,Blanco,224,54,255
3972,Blanco,206,174,255
3973,Blanco,53,43,255
3974,Blanco,146,47,255
3975,Blanco,184,94,255
3976,Blanco,215,170,255
3977,Blanco,151,17,255
3978,Blanco,126,4,255
3979,Blanco,42,93,255
3980,No blanco,123,122,162
3981,Blanco,191,4,255
3982,Blanco,66,31,255
3983,Blanco,181,27,255
3984,No blanco,150,143,162
3985,Blanco,25,172,255
3986,Blanco,40,70,255
3987,Blanco,65,187,255
3988,No blanco,104,66,162
3989,No blanco,109,124,162
3990,Blanco,4,50,255
3991,Blanco,8,149,255
3992,No blanco,142,126,162
3993,Blanco,151,201,255
3994,Blanco,56,16,255
3995,Blanco,209,106,255
3996,Blanco,122,221,255
3997,Blanco,189,128,255
3998,No blanco,132,88,162
3999,Blanco,16,4,255
4000,No blanco,103,125,162
4001,Blanco,46,44,255
4002,No blanco,81,179,162
